invoice_no,customer_id,gender,age,category,revenue,payment_method,invoice_date,shopping_mall,year,month,day_of_week,day_of_week_num,age_group,year_month
I247146,C204068,Female,48,Clothing,1367.73,Credit Card,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,36-50,2022-03
I247932,C231898,Male,30,Clothing,2015.53,Cash,2022-03-15,Istinye Park,2022,3,Tuesday,1,26-35,2022-03
I141854,C281077,Female,55,Clothing,2370.53,Cash,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,50+,2022-03
I132579,C309100,Female,44,Toys,968.73,Cash,2022-03-15,Metropol AVM,2022,3,Tuesday,1,36-50,2022-03
I223198,C239736,Male,49,Cosmetics,106.06,Cash,2022-03-15,Kanyon,2022,3,Tuesday,1,36-50,2022-03
I247622,C425893,Male,23,Food & Beverage,76.5,Cash,2022-03-15,Metropol AVM,2022,3,Tuesday,1,18-25,2022-03
I191535,C517348,Female,20,Shoes,1865.01,Cash,2022-03-15,Metrocity,2022,3,Tuesday,1,18-25,2022-03
I288180,C137066,Female,60,Clothing,2640.22,Cash,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,50+,2022-03
I288162,C213625,Female,33,Technology,1398.56,Credit Card,2022-03-15,Zorlu Center,2022,3,Tuesday,1,26-35,2022-03
I594310,C790720,Male,23,Cosmetics,510.21,Credit Card,2022-03-15,Kanyon,2022,3,Tuesday,1,18-25,2022-03
I302795,C237043,Male,35,Clothing,2550.55,Credit Card,2022-03-15,Kanyon,2022,3,Tuesday,1,26-35,2022-03
I197173,C340588,Male,22,Books,277.01,Credit Card,2022-03-15,Kanyon,2022,3,Tuesday,1,18-25,2022-03
I299110,C366272,Male,62,Clothing,2278.51,Credit Card,2022-03-15,Kanyon,2022,3,Tuesday,1,50+,2022-03
I310674,C264246,Female,44,Books,166.03,Cash,2022-03-15,Metrocity,2022,3,Tuesday,1,36-50,2022-03
I326356,C296120,Male,68,Toys,220.43,Cash,2022-03-15,Metrocity,2022,3,Tuesday,1,50+,2022-03
I324611,C336539,Male,57,Cosmetics,519.84,Credit Card,2022-03-15,Metrocity,2022,3,Tuesday,1,50+,2022-03
I232210,C314262,Female,32,Clothing,2185.87,Credit Card,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,26-35,2022-03
I177049,C146637,Female,40,Clothing,2569.96,Cash,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,36-50,2022-03
I260577,C207850,Female,46,Shoes,2276.09,Cash,2022-03-15,Emaar Square Mall,2022,3,Tuesday,1,36-50,2022-03
I323122,C206169,Male,45,Shoes,2638.26,Debit Card,2022-03-15,Cevahir AVM,2022,3,Tuesday,1,36-50,2022-03
I567366,C291624,Male,31,Food & Beverage,115.7,Cash,2022-03-15,Istinye Park,2022,3,Tuesday,1,26-35,2022-03
I560493,C268524,Male,23,Cosmetics,794.6,Debit Card,2022-03-15,Viaport Outlet,2022,3,Tuesday,1,18-25,2022-03
I502571,C225449,Male,67,Clothing,2089.85,Cash,2022-03-15,Emaar Square Mall,2022,3,Tuesday,1,50+,2022-03
I221313,C119236,Male,47,Cosmetics,442.93,Cash,2022-03-15,Metrocity,2022,3,Tuesday,1,36-50,2022-03
I152485,C240951,Female,50,Shoes,1376.41,Cash,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,36-50,2022-03
I855711,C288377,Female,63,Shoes,2030.55,Credit Card,2022-03-15,Kanyon,2022,3,Tuesday,1,50+,2022-03
I201321,C317604,Male,45,Clothing,1436.33,Credit Card,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,36-50,2022-03
I898697,C444180,Female,43,Shoes,2744.61,Cash,2022-03-15,Kanyon,2022,3,Tuesday,1,36-50,2022-03
I995964,C251544,Female,63,Shoes,2601.26,Credit Card,2022-03-15,Metropol AVM,2022,3,Tuesday,1,50+,2022-03
I284318,C326506,Male,50,Books,351.87,Debit Card,2022-03-15,Kanyon,2022,3,Tuesday,1,36-50,2022-03
I197681,C106311,Male,39,Clothing,1960.5,Credit Card,2022-03-15,Metrocity,2022,3,Tuesday,1,36-50,2022-03
I106775,C391465,Male,31,Toys,347.18,Cash,2022-03-15,Cevahir AVM,2022,3,Tuesday,1,26-35,2022-03
I314922,C282317,Female,30,Clothing,1794.56,Credit Card,2022-03-15,Metrocity,2022,3,Tuesday,1,26-35,2022-03
I527916,C118449,Female,20,Clothing,1647.32,Debit Card,2022-03-15,Kanyon,2022,3,Tuesday,1,18-25,2022-03
I497590,C170225,Male,43,Food & Beverage,131.86,Cash,2022-03-15,Metrocity,2022,3,Tuesday,1,36-50,2022-03
I223331,C224797,Female,68,Food & Beverage,62.15,Cash,2022-03-15,Metrocity,2022,3,Tuesday,1,50+,2022-03
I269461,C217481,Male,20,Clothing,1154.54,Cash,2022-03-15,Metrocity,2022,3,Tuesday,1,18-25,2022-03
I315582,C296200,Male,57,Books,271.82,Credit Card,2022-03-15,Metropol AVM,2022,3,Tuesday,1,50+,2022-03
I117898,C158959,Female,29,Shoes,1974.84,Credit Card,2022-03-15,Kanyon,2022,3,Tuesday,1,26-35,2022-03
I252771,C331810,Male,42,Cosmetics,175.2,Debit Card,2022-03-15,Emaar Square Mall,2022,3,Tuesday,1,36-50,2022-03
I313091,C135108,Female,42,Food & Beverage,113.46,Credit Card,2022-03-15,Metrocity,2022,3,Tuesday,1,36-50,2022-03
I334165,C271889,Female,22,Cosmetics,444.93,Credit Card,2022-03-15,Emaar Square Mall,2022,3,Tuesday,1,18-25,2022-03
I686910,C315659,Female,38,Clothing,2862.11,Credit Card,2022-03-15,Istinye Park,2022,3,Tuesday,1,36-50,2022-03
I176128,C224581,Male,50,Toys,885.8,Debit Card,2022-03-15,Forum Istanbul,2022,3,Tuesday,1,36-50,2022-03
I223470,C516048,Female,30,Technology,1838.53,Cash,2022-03-15,Metrocity,2022,3,Tuesday,1,26-35,2022-03
I141418,C583321,Male,58,Cosmetics,885.88,Credit Card,2022-03-15,Metropol AVM,2022,3,Tuesday,1,50+,2022-03
I329515,C191350,Male,67,Food & Beverage,63.5,Cash,2022-03-15,Cevahir AVM,2022,3,Tuesday,1,50+,2022-03
I244194,C309304,Female,57,Cosmetics,980.5,Credit Card,2022-03-15,Forum Istanbul,2022,3,Tuesday,1,50+,2022-03
I401606,C324433,Female,47,Shoes,1025.12,Credit Card,2022-03-15,Istinye Park,2022,3,Tuesday,1,36-50,2022-03
I243758,C915049,Female,21,Cosmetics,237.58,Credit Card,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,18-25,2022-03
I172516,C233117,Female,38,Cosmetics,190.93,Credit Card,2022-03-15,Metrocity,2022,3,Tuesday,1,36-50,2022-03
I111665,C339125,Female,55,Toys,926.87,Credit Card,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,50+,2022-03
I104076,C322871,Female,38,Clothing,1798.89,Credit Card,2022-03-15,Emaar Square Mall,2022,3,Tuesday,1,36-50,2022-03
I252858,C153944,Female,57,Food & Beverage,100.44,Debit Card,2022-03-15,Kanyon,2022,3,Tuesday,1,50+,2022-03
I429519,C141980,Female,57,Clothing,2727.99,Credit Card,2022-03-15,Kanyon,2022,3,Tuesday,1,50+,2022-03
I633398,C788242,Female,57,Books,172.11,Cash,2022-03-15,Metropol AVM,2022,3,Tuesday,1,50+,2022-03
I348081,C112999,Female,49,Food & Beverage,106.35,Cash,2022-03-15,Kanyon,2022,3,Tuesday,1,36-50,2022-03
I216861,C848992,Male,19,Toys,466.98,Cash,2022-03-15,Cevahir AVM,2022,3,Tuesday,1,18-25,2022-03
I827572,C154363,Male,40,Clothing,1095.32,Credit Card,2022-03-15,Forum Istanbul,2022,3,Tuesday,1,36-50,2022-03
I242898,C532870,Female,25,Toys,261.99,Cash,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,18-25,2022-03
I263620,C114195,Male,33,Souvenir,130.31,Cash,2022-03-15,Metrocity,2022,3,Tuesday,1,26-35,2022-03
I265860,C247868,Male,60,Food & Beverage,86.16,Credit Card,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,50+,2022-03
I584510,C215033,Male,31,Technology,3069.61,Debit Card,2022-03-15,Kanyon,2022,3,Tuesday,1,26-35,2022-03
I926302,C246816,Female,21,Clothing,2757.4,Cash,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,18-25,2022-03
I125851,C327819,Male,43,Shoes,2215.4,Cash,2022-03-15,Forum Istanbul,2022,3,Tuesday,1,36-50,2022-03
I296742,C249409,Male,46,Cosmetics,548.9,Credit Card,2022-03-15,Forum Istanbul,2022,3,Tuesday,1,36-50,2022-03
I284553,C269721,Female,38,Food & Beverage,127.17,Cash,2022-03-15,Metrocity,2022,3,Tuesday,1,36-50,2022-03
I228907,C820016,Male,37,Cosmetics,538.74,Credit Card,2022-03-15,Kanyon,2022,3,Tuesday,1,36-50,2022-03
I220978,C574268,Female,52,Technology,2114.2,Credit Card,2022-03-15,Istinye Park,2022,3,Tuesday,1,50+,2022-03
I310785,C206300,Male,46,Clothing,2994.83,Credit Card,2022-03-15,Istinye Park,2022,3,Tuesday,1,36-50,2022-03
I200317,C406390,Male,33,Souvenir,147.68,Cash,2022-03-15,Kanyon,2022,3,Tuesday,1,26-35,2022-03
I282576,C249166,Female,56,Food & Beverage,50.65,Credit Card,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,50+,2022-03
I186443,C505710,Female,54,Clothing,2513.23,Debit Card,2022-03-15,Kanyon,2022,3,Tuesday,1,50+,2022-03
I217101,C156656,Male,59,Clothing,2523.25,Credit Card,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,50+,2022-03
I746799,C268995,Male,24,Clothing,2229.75,Cash,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,18-25,2022-03
I109962,C213685,Male,21,Toys,375.14,Credit Card,2022-03-15,Metrocity,2022,3,Tuesday,1,18-25,2022-03
I167708,C179428,Female,47,Cosmetics,140.12,Debit Card,2022-03-15,Kanyon,2022,3,Tuesday,1,36-50,2022-03
I243732,C138381,Female,48,Shoes,2230.25,Credit Card,2022-03-15,Metropol AVM,2022,3,Tuesday,1,36-50,2022-03
I751516,C155841,Female,44,Books,447.46,Cash,2022-03-15,Kanyon,2022,3,Tuesday,1,36-50,2022-03
I167023,C788280,Male,67,Clothing,1007.65,Cash,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,50+,2022-03
I102344,C411285,Female,61,Shoes,2742.38,Cash,2022-03-15,Metrocity,2022,3,Tuesday,1,50+,2022-03
I229269,C434096,Female,31,Clothing,2494.7,Cash,2022-03-15,Kanyon,2022,3,Tuesday,1,26-35,2022-03
I287847,C213237,Male,38,Clothing,2359.23,Cash,2022-03-15,Metropol AVM,2022,3,Tuesday,1,36-50,2022-03
I136215,C406986,Male,45,Clothing,2652.0,Credit Card,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,36-50,2022-03
I299720,C137138,Female,53,Clothing,2067.89,Credit Card,2022-03-15,Metropol AVM,2022,3,Tuesday,1,50+,2022-03
I230575,C291375,Female,53,Toys,881.74,Credit Card,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,50+,2022-03
I190369,C143763,Female,54,Shoes,2482.03,Credit Card,2022-03-15,Metropol AVM,2022,3,Tuesday,1,50+,2022-03
I102091,C190233,Female,26,Toys,700.14,Debit Card,2022-03-15,Istinye Park,2022,3,Tuesday,1,26-35,2022-03
I268504,C950963,Male,30,Clothing,2889.62,Credit Card,2022-03-15,Zorlu Center,2022,3,Tuesday,1,26-35,2022-03
I744273,C203388,Female,38,Food & Beverage,52.71,Credit Card,2022-03-15,Zorlu Center,2022,3,Tuesday,1,36-50,2022-03
I136231,C212286,Female,64,Food & Beverage,56.48,Cash,2022-03-15,Istinye Park,2022,3,Tuesday,1,50+,2022-03
I278043,C183344,Female,23,Toys,795.98,Cash,2022-03-15,Istinye Park,2022,3,Tuesday,1,18-25,2022-03
I128436,C114015,Female,65,Cosmetics,406.72,Debit Card,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,50+,2022-03
I182679,C155241,Male,61,Cosmetics,280.14,Cash,2022-03-15,Viaport Outlet,2022,3,Tuesday,1,50+,2022-03
I120381,C275058,Female,22,Clothing,2240.87,Credit Card,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,18-25,2022-03
I302104,C529445,Male,62,Cosmetics,537.12,Credit Card,2022-03-15,Kanyon,2022,3,Tuesday,1,50+,2022-03
I490351,C109826,Female,55,Clothing,2618.67,Cash,2022-03-15,Istinye Park,2022,3,Tuesday,1,50+,2022-03
I170709,C617170,Female,56,Clothing,1167.97,Cash,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,50+,2022-03
I131786,C118481,Female,44,Food & Beverage,123.52,Credit Card,2022-03-15,Mall of Istanbul,2022,3,Tuesday,1,36-50,2022-03
I306702,C166900,Male,42,Cosmetics,278.74,Debit Card,2022-03-15,Zorlu Center,2022,3,Tuesday,1,36-50,2022-03
I129216,C104091,Female,49,Clothing,2460.18,Credit Card,2022-03-15,Kanyon,2022,3,Tuesday,1,36-50,2022-03
I220441,C264813,Female,55,Clothing,1357.21,Credit Card,2022-03-16,Kanyon,2022,3,Wednesday,2,50+,2022-03
I142039,C916421,Female,61,Cosmetics,987.52,Cash,2022-03-16,Viaport Outlet,2022,3,Wednesday,2,50+,2022-03
I121296,C476831,Male,69,Shoes,1492.12,Credit Card,2022-03-16,Metrocity,2022,3,Wednesday,2,50+,2022-03
I695130,C333362,Female,19,Clothing,2621.93,Credit Card,2022-03-16,Kanyon,2022,3,Wednesday,2,18-25,2022-03
I307665,C547709,Male,40,Cosmetics,947.14,Debit Card,2022-03-16,Metrocity,2022,3,Wednesday,2,36-50,2022-03
I953851,C330630,Male,49,Food & Beverage,89.08,Credit Card,2022-03-16,Metrocity,2022,3,Wednesday,2,36-50,2022-03
I107093,C142640,Female,51,Technology,1289.37,Credit Card,2022-03-16,Metropol AVM,2022,3,Wednesday,2,50+,2022-03
I976339,C208000,Female,50,Clothing,1366.33,Credit Card,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,36-50,2022-03
I233698,C243584,Female,62,Clothing,2133.79,Debit Card,2022-03-16,Istinye Park,2022,3,Wednesday,2,50+,2022-03
I661102,C163884,Female,46,Clothing,1163.05,Cash,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,36-50,2022-03
I243055,C922665,Male,38,Technology,4882.63,Debit Card,2022-03-16,Metrocity,2022,3,Wednesday,2,36-50,2022-03
I316233,C113865,Female,65,Clothing,2617.77,Cash,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,50+,2022-03
I295734,C360511,Male,25,Books,301.21,Cash,2022-03-16,Kanyon,2022,3,Wednesday,2,18-25,2022-03
I122461,C139523,Male,18,Toys,398.74,Debit Card,2022-03-16,Kanyon,2022,3,Wednesday,2,18-25,2022-03
I149052,C125760,Male,19,Clothing,1381.95,Cash,2022-03-16,Emaar Square Mall,2022,3,Wednesday,2,18-25,2022-03
I297754,C226212,Male,23,Clothing,2629.83,Cash,2022-03-16,Kanyon,2022,3,Wednesday,2,18-25,2022-03
I269895,C299467,Male,54,Toys,544.38,Credit Card,2022-03-16,Kanyon,2022,3,Wednesday,2,50+,2022-03
I183293,C255678,Male,35,Clothing,1232.7,Cash,2022-03-16,Metrocity,2022,3,Wednesday,2,26-35,2022-03
I247610,C489154,Female,47,Food & Beverage,55.42,Cash,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,36-50,2022-03
I222821,C309958,Male,33,Cosmetics,976.23,Debit Card,2022-03-16,Kanyon,2022,3,Wednesday,2,26-35,2022-03
I392775,C261424,Male,59,Technology,2091.15,Cash,2022-03-16,Forum Istanbul,2022,3,Wednesday,2,50+,2022-03
I260114,C114811,Female,24,Shoes,1580.28,Cash,2022-03-16,Forum Istanbul,2022,3,Wednesday,2,18-25,2022-03
I282553,C301391,Female,52,Food & Beverage,96.07,Credit Card,2022-03-16,Istinye Park,2022,3,Wednesday,2,50+,2022-03
I139090,C549475,Male,64,Food & Beverage,89.67,Cash,2022-03-16,Metrocity,2022,3,Wednesday,2,50+,2022-03
I223459,C752521,Male,41,Clothing,1503.38,Credit Card,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,36-50,2022-03
I434120,C249953,Female,60,Shoes,1753.02,Credit Card,2022-03-16,Istinye Park,2022,3,Wednesday,2,50+,2022-03
I557255,C339058,Male,44,Technology,1525.34,Cash,2022-03-16,Kanyon,2022,3,Wednesday,2,36-50,2022-03
I115002,C151675,Male,45,Shoes,2550.44,Debit Card,2022-03-16,Zorlu Center,2022,3,Wednesday,2,36-50,2022-03
I292592,C591770,Male,44,Cosmetics,176.74,Cash,2022-03-16,Cevahir AVM,2022,3,Wednesday,2,36-50,2022-03
I247389,C137444,Female,34,Shoes,2992.5,Cash,2022-03-16,Istinye Park,2022,3,Wednesday,2,26-35,2022-03
I753546,C667947,Male,63,Shoes,1075.63,Cash,2022-03-16,Kanyon,2022,3,Wednesday,2,50+,2022-03
I175308,C757652,Female,65,Clothing,1310.6,Cash,2022-03-16,Metrocity,2022,3,Wednesday,2,50+,2022-03
I218517,C259268,Female,61,Cosmetics,898.47,Cash,2022-03-16,Cevahir AVM,2022,3,Wednesday,2,50+,2022-03
I113092,C760682,Female,21,Clothing,1970.96,Debit Card,2022-03-16,Metropol AVM,2022,3,Wednesday,2,18-25,2022-03
I340678,C229995,Female,61,Cosmetics,561.17,Debit Card,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,50+,2022-03
I148390,C864203,Female,47,Cosmetics,705.19,Cash,2022-03-16,Emaar Square Mall,2022,3,Wednesday,2,36-50,2022-03
I954278,C303512,Female,68,Toys,400.6,Credit Card,2022-03-16,Kanyon,2022,3,Wednesday,2,50+,2022-03
I331890,C473192,Female,64,Toys,489.51,Debit Card,2022-03-16,Zorlu Center,2022,3,Wednesday,2,50+,2022-03
I540793,C263446,Male,24,Cosmetics,419.03,Cash,2022-03-16,Metrocity,2022,3,Wednesday,2,18-25,2022-03
I208602,C524104,Female,25,Shoes,1241.51,Cash,2022-03-16,Zorlu Center,2022,3,Wednesday,2,18-25,2022-03
I308076,C103835,Male,66,Clothing,2488.12,Credit Card,2022-03-16,Emaar Square Mall,2022,3,Wednesday,2,50+,2022-03
I175325,C274129,Female,58,Clothing,2613.23,Cash,2022-03-16,Viaport Outlet,2022,3,Wednesday,2,50+,2022-03
I329752,C291904,Male,31,Food & Beverage,113.14,Cash,2022-03-16,Istinye Park,2022,3,Wednesday,2,26-35,2022-03
I273726,C982139,Male,22,Cosmetics,148.07,Cash,2022-03-16,Metropol AVM,2022,3,Wednesday,2,18-25,2022-03
I385961,C163323,Female,18,Clothing,1776.83,Cash,2022-03-16,Kanyon,2022,3,Wednesday,2,18-25,2022-03
I155778,C318148,Female,56,Toys,620.33,Credit Card,2022-03-16,Viaport Outlet,2022,3,Wednesday,2,50+,2022-03
I299260,C320917,Female,33,Souvenir,222.14,Debit Card,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,26-35,2022-03
I148201,C233979,Female,49,Clothing,2928.67,Debit Card,2022-03-16,Cevahir AVM,2022,3,Wednesday,2,36-50,2022-03
I838345,C130603,Female,28,Books,174.28,Debit Card,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,26-35,2022-03
I118728,C405024,Female,60,Souvenir,260.42,Debit Card,2022-03-16,Kanyon,2022,3,Wednesday,2,50+,2022-03
I293412,C182854,Female,35,Toys,560.13,Credit Card,2022-03-16,Forum Istanbul,2022,3,Wednesday,2,26-35,2022-03
I126863,C212162,Female,53,Clothing,1781.66,Cash,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,50+,2022-03
I177331,C335654,Male,66,Cosmetics,800.33,Cash,2022-03-16,Viaport Outlet,2022,3,Wednesday,2,50+,2022-03
I172296,C971219,Male,47,Clothing,1506.74,Cash,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,36-50,2022-03
I721574,C179720,Female,68,Toys,995.56,Credit Card,2022-03-16,Metropol AVM,2022,3,Wednesday,2,50+,2022-03
I339277,C482408,Male,62,Food & Beverage,78.85,Debit Card,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,50+,2022-03
I568871,C245507,Female,36,Food & Beverage,129.7,Cash,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,36-50,2022-03
I311613,C151647,Female,21,Clothing,2312.78,Cash,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,18-25,2022-03
I449469,C325760,Female,53,Technology,1094.53,Cash,2022-03-16,Zorlu Center,2022,3,Wednesday,2,50+,2022-03
I191155,C738409,Female,49,Clothing,1584.68,Credit Card,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,36-50,2022-03
I259086,C907777,Female,56,Cosmetics,610.62,Credit Card,2022-03-16,Emaar Square Mall,2022,3,Wednesday,2,50+,2022-03
I239332,C109658,Female,65,Cosmetics,819.5,Credit Card,2022-03-16,Kanyon,2022,3,Wednesday,2,50+,2022-03
I234138,C197738,Female,19,Books,425.42,Cash,2022-03-16,Kanyon,2022,3,Wednesday,2,18-25,2022-03
I540453,C301353,Male,39,Food & Beverage,126.21,Cash,2022-03-16,Kanyon,2022,3,Wednesday,2,36-50,2022-03
I529382,C238137,Male,38,Food & Beverage,112.75,Cash,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,36-50,2022-03
I282969,C219474,Female,36,Clothing,2766.16,Cash,2022-03-16,Metropol AVM,2022,3,Wednesday,2,36-50,2022-03
I198374,C251823,Female,49,Technology,2049.59,Cash,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,36-50,2022-03
I240359,C295899,Female,29,Clothing,2373.93,Debit Card,2022-03-16,Kanyon,2022,3,Wednesday,2,26-35,2022-03
I458180,C267296,Female,27,Clothing,2593.9,Cash,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,26-35,2022-03
I218323,C584785,Female,45,Clothing,1802.63,Cash,2022-03-16,Metrocity,2022,3,Wednesday,2,36-50,2022-03
I849840,C312394,Male,60,Souvenir,86.41,Cash,2022-03-16,Cevahir AVM,2022,3,Wednesday,2,50+,2022-03
I126452,C314228,Female,45,Clothing,1142.83,Debit Card,2022-03-16,Metropol AVM,2022,3,Wednesday,2,36-50,2022-03
I216889,C122371,Male,57,Clothing,2405.66,Credit Card,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,50+,2022-03
I772947,C238559,Male,41,Books,234.67,Debit Card,2022-03-16,Kanyon,2022,3,Wednesday,2,36-50,2022-03
I314517,C290334,Male,65,Cosmetics,879.27,Credit Card,2022-03-16,Metropol AVM,2022,3,Wednesday,2,50+,2022-03
I325374,C306323,Female,33,Clothing,1984.43,Cash,2022-03-16,Cevahir AVM,2022,3,Wednesday,2,26-35,2022-03
I727185,C996869,Male,45,Souvenir,185.41,Cash,2022-03-16,Forum Istanbul,2022,3,Wednesday,2,36-50,2022-03
I278323,C163965,Female,19,Food & Beverage,64.07,Credit Card,2022-03-16,Kanyon,2022,3,Wednesday,2,18-25,2022-03
I213608,C329713,Male,45,Food & Beverage,129.95,Cash,2022-03-16,Kanyon,2022,3,Wednesday,2,36-50,2022-03
I282154,C427594,Female,47,Technology,2414.29,Cash,2022-03-16,Istinye Park,2022,3,Wednesday,2,36-50,2022-03
I142425,C210631,Female,63,Souvenir,59.93,Credit Card,2022-03-16,Metropol AVM,2022,3,Wednesday,2,50+,2022-03
I303594,C649347,Female,19,Shoes,1471.85,Debit Card,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,18-25,2022-03
I200071,C900651,Male,26,Clothing,1778.89,Cash,2022-03-16,Metrocity,2022,3,Wednesday,2,26-35,2022-03
I134140,C351498,Male,64,Clothing,1510.41,Credit Card,2022-03-16,Metropol AVM,2022,3,Wednesday,2,50+,2022-03
I171687,C734107,Male,44,Food & Beverage,53.32,Cash,2022-03-16,Kanyon,2022,3,Wednesday,2,36-50,2022-03
I351194,C229935,Female,55,Books,276.94,Cash,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,50+,2022-03
I216614,C269616,Female,68,Food & Beverage,131.98,Cash,2022-03-16,Metropol AVM,2022,3,Wednesday,2,50+,2022-03
I329540,C142324,Female,57,Cosmetics,701.42,Credit Card,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,50+,2022-03
I304372,C285734,Female,64,Toys,878.29,Debit Card,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,50+,2022-03
I115646,C113225,Female,27,Clothing,1660.55,Cash,2022-03-16,Istinye Park,2022,3,Wednesday,2,26-35,2022-03
I804661,C200334,Female,40,Clothing,2545.75,Credit Card,2022-03-16,Viaport Outlet,2022,3,Wednesday,2,36-50,2022-03
I884505,C109478,Male,19,Souvenir,286.12,Credit Card,2022-03-16,Cevahir AVM,2022,3,Wednesday,2,18-25,2022-03
I289930,C259048,Female,19,Clothing,2141.37,Cash,2022-03-16,Cevahir AVM,2022,3,Wednesday,2,18-25,2022-03
I116566,C192757,Male,67,Technology,1819.13,Cash,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,50+,2022-03
I415300,C131039,Female,56,Food & Beverage,86.07,Cash,2022-03-16,Metrocity,2022,3,Wednesday,2,50+,2022-03
I226441,C158190,Female,22,Clothing,2509.52,Credit Card,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,18-25,2022-03
I195283,C946541,Female,41,Clothing,2976.21,Cash,2022-03-16,Metrocity,2022,3,Wednesday,2,36-50,2022-03
I227206,C210213,Female,60,Clothing,1732.0,Debit Card,2022-03-16,Metrocity,2022,3,Wednesday,2,50+,2022-03
I260667,C137600,Male,35,Toys,740.72,Cash,2022-03-16,Metrocity,2022,3,Wednesday,2,26-35,2022-03
I118412,C382386,Male,30,Clothing,2436.13,Debit Card,2022-03-16,Kanyon,2022,3,Wednesday,2,26-35,2022-03
I104873,C170223,Male,67,Toys,622.59,Cash,2022-03-16,Metrocity,2022,3,Wednesday,2,50+,2022-03
I461869,C190778,Male,28,Clothing,2616.17,Credit Card,2022-03-16,Mall of Istanbul,2022,3,Wednesday,2,26-35,2022-03
I102287,C844764,Male,38,Clothing,2999.81,Cash,2022-03-16,Metropol AVM,2022,3,Wednesday,2,36-50,2022-03
I325948,C108544,Female,63,Shoes,1762.35,Cash,2022-03-16,Kanyon,2022,3,Wednesday,2,50+,2022-03
I219974,C147592,Male,31,Food & Beverage,83.28,Cash,2022-03-16,Viaport Outlet,2022,3,Wednesday,2,26-35,2022-03
I296534,C589417,Male,52,Clothing,1771.75,Cash,2022-03-16,Kanyon,2022,3,Wednesday,2,50+,2022-03
I111640,C597418,Female,31,Clothing,2520.24,Debit Card,2022-03-16,Viaport Outlet,2022,3,Wednesday,2,26-35,2022-03
