invoice_no,customer_id,gender,age,category,revenue,payment_method,invoice_date,shopping_mall
I313110,C138718,Female,28,Shoes,1756.57,Credit Card,2021-10-20,Zorlu Center
I155085,C322911,Male,41,Toys,448.81,Debit Card,2021-10-20,Mall of Istanbul
I169573,C263902,Female,52,Toys,867.82,Cash,2021-10-20,Metropol AVM
I928099,C116697,Female,52,Shoes,2793.19,Cash,2021-10-20,Istinye Park
I313214,C391380,Female,48,Shoes,2956.59,Credit Card,2021-10-20,Kanyon
I855020,C209665,Female,22,Clothing,1954.53,Cash,2021-10-20,Viaport Outlet
I172238,C105288,Female,23,Technology,2857.22,Cash,2021-10-20,Kanyon
I143985,C123408,Female,62,Shoes,1448.99,Credit Card,2021-10-20,Zorlu Center
I188683,C108815,Male,33,Clothing,2207.81,Cash,2021-10-20,Emaar Square Mall
I750956,C112498,Female,39,Cosmetics,354.4,Credit Card,2021-10-20,Mall of Istanbul
I731995,C452455,Female,25,Food & Beverage,89.95,Cash,2021-10-20,Metrocity
I315341,C861257,Female,32,Cosmetics,895.21,Cash,2021-10-20,Mall of Istanbul
I297005,C921271,Female,51,Toys,748.11,Cash,2021-10-20,Istinye Park
I308532,C265909,Female,29,Souvenir,116.84,Credit Card,2021-10-20,Metrocity
I215363,C299711,Male,59,Cosmetics,489.8,Credit Card,2021-10-20,Kanyon
I127700,C290584,Female,39,Toys,412.5,Credit Card,2021-10-20,Metrocity
I139948,C877656,Female,20,Toys,150.09,Debit Card,2021-10-20,Metrocity
I316499,C164054,Female,54,Clothing,2277.41,Debit Card,2021-10-20,Kanyon
I126110,C263348,Female,51,Food & Beverage,103.77,Cash,2021-10-20,Kanyon
I261283,C457906,Female,46,Shoes,1096.29,Debit Card,2021-10-20,Kanyon
I268289,C811345,Female,34,Books,267.06,Debit Card,2021-10-20,Metropol AVM
I664502,C121955,Female,56,Clothing,1520.01,Cash,2021-10-20,Kanyon
I144049,C310695,Female,59,Clothing,2782.18,Cash,2021-10-20,Metrocity
I101919,C209103,Male,32,Clothing,1666.96,Credit Card,2021-10-20,Metropol AVM
I188572,C249526,Female,46,Shoes,2986.46,Credit Card,2021-10-20,Viaport Outlet
I192377,C179945,Female,58,Clothing,1323.42,Cash,2021-10-20,Kanyon
I206171,C189870,Female,33,Souvenir,161.17,Debit Card,2021-10-20,Cevahir AVM
I257886,C135219,Male,19,Cosmetics,969.0,Cash,2021-10-20,Forum Istanbul
I334400,C154505,Female,21,Souvenir,55.07,Cash,2021-10-20,Mall of Istanbul
I248280,C210696,Female,35,Clothing,2344.4,Cash,2021-10-20,Metropol AVM
I140918,C341737,Female,68,Cosmetics,938.09,Cash,2021-10-20,Kanyon
I701068,C148865,Female,36,Clothing,1513.13,Cash,2021-10-20,Mall of Istanbul
I197845,C156649,Female,30,Cosmetics,464.36,Credit Card,2021-10-20,Metropol AVM
I317687,C176250,Male,53,Shoes,2828.17,Cash,2021-10-20,Istinye Park
I230240,C110279,Female,20,Clothing,2876.68,Credit Card,2021-10-20,Metrocity
I152375,C648581,Female,20,Food & Beverage,91.92,Debit Card,2021-10-20,Metrocity
I204750,C226046,Female,38,Toys,463.62,Cash,2021-10-20,Mall of Istanbul
I317199,C281041,Male,40,Shoes,1682.49,Credit Card,2021-10-20,Kanyon
I300867,C210270,Female,19,Clothing,2935.87,Cash,2021-10-20,Mall of Istanbul
I200294,C101541,Male,53,Clothing,2144.68,Cash,2021-10-20,Kanyon
I252015,C107216,Female,49,Food & Beverage,99.41,Credit Card,2021-10-20,Mall of Istanbul
I110991,C716663,Male,61,Toys,570.61,Cash,2021-10-20,Kanyon
I672901,C169912,Male,44,Cosmetics,516.41,Credit Card,2021-10-20,Kanyon
I113786,C795734,Female,64,Toys,689.18,Credit Card,2021-10-20,Istinye Park
I243489,C245547,Male,59,Clothing,2088.61,Cash,2021-10-20,Zorlu Center
I983259,C339286,Male,38,Toys,504.73,Debit Card,2021-10-20,Mall of Istanbul
I173906,C163239,Male,39,Clothing,1171.66,Cash,2021-10-20,Viaport Outlet
I190992,C795317,Female,20,Shoes,2484.7,Cash,2021-10-20,Mall of Istanbul
I212702,C883578,Male,32,Books,423.53,Debit Card,2021-10-20,Metrocity
I334224,C328539,Female,56,Clothing,2854.5,Credit Card,2021-10-20,Cevahir AVM
I293726,C226646,Male,41,Books,277.48,Cash,2021-10-21,Cevahir AVM
I145475,C861864,Male,61,Clothing,1042.36,Cash,2021-10-21,Kanyon
I217793,C480302,Male,69,Souvenir,103.62,Credit Card,2021-10-21,Mall of Istanbul
I225869,C211921,Male,56,Souvenir,96.42,Cash,2021-10-21,Metrocity
I452581,C604213,Male,53,Clothing,2001.4,Debit Card,2021-10-21,Metrocity
I293745,C161417,Male,47,Books,302.87,Credit Card,2021-10-21,Cevahir AVM
I300031,C134031,Male,61,Clothing,2208.61,Credit Card,2021-10-21,Mall of Istanbul
I156877,C297589,Female,26,Clothing,2585.5,Cash,2021-10-21,Mall of Istanbul
I337086,C315596,Male,68,Clothing,1762.77,Cash,2021-10-21,Kanyon
I237321,C253365,Female,56,Food & Beverage,77.93,Cash,2021-10-21,Mall of Istanbul
I621612,C144761,Female,36,Shoes,1774.15,Cash,2021-10-21,Mall of Istanbul
I794819,C415480,Male,50,Clothing,1464.6,Cash,2021-10-21,Mall of Istanbul
I293976,C288648,Male,54,Clothing,1671.65,Cash,2021-10-21,Forum Istanbul
I782195,C672806,Female,38,Food & Beverage,65.99,Credit Card,2021-10-21,Mall of Istanbul
I144000,C884498,Male,68,Food & Beverage,118.26,Cash,2021-10-21,Kanyon
I232139,C195411,Male,65,Cosmetics,858.99,Debit Card,2021-10-21,Metrocity
I158888,C318644,Female,24,Clothing,1488.12,Cash,2021-10-21,Mall of Istanbul
I854531,C436082,Female,26,Cosmetics,516.26,Cash,2021-10-21,Metrocity
I208850,C190898,Male,69,Shoes,2103.28,Debit Card,2021-10-21,Metrocity
I456161,C114055,Female,35,Toys,630.47,Debit Card,2021-10-21,Metropol AVM
I224498,C171299,Male,21,Technology,3249.32,Debit Card,2021-10-21,Metrocity
I701391,C131676,Female,26,Clothing,1639.96,Cash,2021-10-21,Metropol AVM
I236634,C220173,Male,56,Shoes,2200.6,Cash,2021-10-21,Mall of Istanbul
I140041,C328907,Female,41,Toys,261.18,Cash,2021-10-21,Metrocity
I278997,C121249,Male,21,Shoes,2502.27,Credit Card,2021-10-21,Mall of Istanbul
I217865,C190948,Female,40,Shoes,1956.16,Cash,2021-10-21,Viaport Outlet
I126087,C129912,Female,44,Shoes,1712.1,Cash,2021-10-21,Mall of Istanbul
I526941,C696843,Male,51,Cosmetics,991.54,Credit Card,2021-10-21,Istinye Park
I217182,C327673,Female,44,Cosmetics,215.8,Credit Card,2021-10-21,Mall of Istanbul
I274765,C487432,Female,67,Clothing,1836.61,Cash,2021-10-21,Kanyon
I224592,C224796,Female,28,Clothing,2540.3,Debit Card,2021-10-21,Mall of Istanbul
I177937,C459373,Female,28,Food & Beverage,103.18,Cash,2021-10-21,Mall of Istanbul
I318317,C360583,Female,57,Clothing,2228.35,Cash,2021-10-21,Mall of Istanbul
I312396,C128877,Male,65,Clothing,2204.92,Credit Card,2021-10-21,Viaport Outlet
I266133,C292062,Female,67,Food & Beverage,83.99,Cash,2021-10-21,Cevahir AVM
I313652,C240491,Male,44,Toys,754.33,Credit Card,2021-10-21,Kanyon
I211749,C338849,Male,43,Food & Beverage,79.83,Debit Card,2021-10-21,Mall of Istanbul
I123278,C241583,Female,49,Toys,755.17,Credit Card,2021-10-21,Cevahir AVM
I233578,C246973,Male,18,Food & Beverage,77.17,Cash,2021-10-21,Mall of Istanbul
I629673,C267212,Female,43,Technology,879.25,Credit Card,2021-10-21,Kanyon
I138757,C261958,Female,51,Souvenir,152.34,Cash,2021-10-21,Kanyon
I276016,C233969,Female,64,Food & Beverage,131.83,Credit Card,2021-10-21,Forum Istanbul
I287334,C110127,Female,22,Clothing,2638.41,Credit Card,2021-10-21,Mall of Istanbul
I337498,C299159,Female,48,Clothing,2798.95,Credit Card,2021-10-21,Mall of Istanbul
I222676,C107427,Male,35,Technology,862.27,Debit Card,2021-10-21,Istinye Park
I203539,C158303,Female,29,Shoes,1159.61,Credit Card,2021-10-21,Metrocity
I277643,C904594,Female,42,Clothing,1266.43,Debit Card,2021-10-21,Mall of Istanbul
I247028,C156572,Female,51,Food & Beverage,63.54,Credit Card,2021-10-21,Forum Istanbul
I253711,C327998,Male,44,Souvenir,106.61,Credit Card,2021-10-21,Cevahir AVM
I284535,C242502,Female,62,Shoes,1543.01,Cash,2021-10-21,Zorlu Center
I118772,C206882,Male,40,Clothing,1306.6,Cash,2021-10-21,Mall of Istanbul
I298277,C260216,Female,54,Clothing,2163.36,Cash,2021-10-21,Kanyon
I532158,C133019,Female,18,Cosmetics,455.91,Cash,2021-10-21,Metrocity
I317898,C763383,Female,69,Cosmetics,427.13,Credit Card,2021-10-21,Mall of Istanbul
I926932,C401185,Female,37,Clothing,1563.0,Cash,2021-10-21,Istinye Park
I267954,C454186,Male,51,Cosmetics,553.68,Cash,2021-10-21,Metropol AVM
I385915,C283040,Male,52,Food & Beverage,60.43,Debit Card,2021-10-21,Kanyon
I166518,C693321,Male,33,Clothing,1430.46,Cash,2021-10-21,Metropol AVM
I332935,C194993,Female,21,Toys,505.05,Debit Card,2021-10-21,Kanyon
I113254,C233063,Male,19,Clothing,1626.26,Credit Card,2021-10-21,Kanyon
I995836,C151443,Male,37,Shoes,2563.84,Cash,2021-10-21,Kanyon
I258033,C334694,Female,47,Souvenir,69.89,Debit Card,2021-10-21,Metrocity
I329053,C975325,Female,59,Books,307.28,Credit Card,2021-10-21,Kanyon
I862601,C243549,Male,54,Clothing,2614.65,Credit Card,2021-10-21,Kanyon
I291246,C321361,Female,49,Cosmetics,965.35,Debit Card,2021-10-21,Metrocity
I219700,C651180,Female,25,Clothing,2433.4,Credit Card,2021-10-21,Kanyon
I291779,C184727,Male,67,Clothing,2707.17,Cash,2021-10-21,Viaport Outlet
I103026,C142823,Female,64,Shoes,2368.39,Cash,2021-10-21,Viaport Outlet
I109337,C124690,Male,64,Toys,218.23,Credit Card,2021-10-21,Metropol AVM
I305917,C308497,Female,40,Toys,361.63,Credit Card,2021-10-21,Mall of Istanbul
I252614,C313052,Male,21,Cosmetics,190.03,Debit Card,2021-10-21,Kanyon
I251965,C126422,Female,64,Food & Beverage,125.42,Credit Card,2021-10-21,Mall of Istanbul
I159410,C258548,Male,23,Clothing,1071.46,Cash,2021-10-21,Mall of Istanbul
I246374,C508200,Male,64,Food & Beverage,126.47,Cash,2021-10-21,Metrocity
I587607,C271174,Female,26,Clothing,1860.61,Cash,2021-10-21,Mall of Istanbul
I611058,C889493,Female,21,Clothing,2212.55,Cash,2021-10-21,Kanyon
I125321,C171743,Female,64,Clothing,2950.22,Debit Card,2021-10-21,Zorlu Center
I621419,C130424,Male,24,Clothing,2067.41,Credit Card,2021-10-21,Viaport Outlet
I566018,C859930,Male,58,Technology,4015.11,Cash,2021-10-21,Cevahir AVM
I141431,C546410,Female,67,Food & Beverage,104.11,Credit Card,2021-10-21,Kanyon
I149167,C447233,Female,24,Technology,540.26,Cash,2021-10-21,Metrocity
I162571,C202451,Female,54,Cosmetics,895.57,Credit Card,2021-10-21,Viaport Outlet
I540360,C155116,Male,32,Cosmetics,401.07,Credit Card,2021-10-21,Istinye Park
I879471,C171701,Female,41,Toys,660.14,Credit Card,2021-10-21,Forum Istanbul
I260650,C228335,Female,60,Cosmetics,935.65,Cash,2021-10-21,Metrocity
I135821,C197429,Female,33,Shoes,2694.66,Debit Card,2021-10-21,Cevahir AVM
I335411,C291326,Female,58,Toys,912.51,Debit Card,2021-10-21,Forum Istanbul
I147156,C989929,Female,59,Cosmetics,637.46,Credit Card,2021-10-21,Kanyon
I320027,C282558,Male,33,Souvenir,100.91,Debit Card,2021-10-21,Metrocity
I179088,C124722,Female,38,Shoes,1317.39,Cash,2021-10-21,Metrocity
I117353,C510268,Female,57,Clothing,1536.61,Cash,2021-10-21,Mall of Istanbul
I334495,C206408,Female,23,Technology,1646.56,Credit Card,2021-10-21,Istinye Park
I587545,C173638,Female,47,Clothing,2945.56,Cash,2021-10-21,Mall of Istanbul
I188774,C326684,Male,43,Clothing,1768.67,Cash,2021-10-21,Forum Istanbul
I282046,C336633,Male,44,Clothing,2351.92,Debit Card,2021-10-21,Cevahir AVM
I265753,C473003,Male,22,Shoes,1903.84,Cash,2021-10-21,Mall of Istanbul
I125344,C346901,Male,58,Food & Beverage,67.98,Cash,2021-10-21,Mall of Istanbul
I236453,C745415,Female,49,Clothing,1815.7,Credit Card,2021-10-21,Mall of Istanbul
I256545,C334293,Male,46,Food & Beverage,93.25,Credit Card,2021-10-21,Kanyon
I385942,C508251,Female,48,Books,358.08,Debit Card,2021-10-21,Metrocity
I162022,C272316,Male,62,Books,337.61,Credit Card,2021-10-21,Metrocity
I994727,C116996,Female,38,Cosmetics,981.04,Credit Card,2021-10-21,Kanyon
I314076,C604328,Male,52,Technology,533.25,Credit Card,2021-10-21,Emaar Square Mall
I179596,C805279,Male,68,Shoes,2394.83,Cash,2021-10-21,Mall of Istanbul
I880151,C192361,Female,32,Clothing,1954.27,Debit Card,2021-10-21,Mall of Istanbul
I261457,C425872,Male,35,Clothing,2267.6,Cash,2021-10-21,Mall of Istanbul
I289905,C160005,Female,61,Cosmetics,538.1,Cash,2021-10-21,Kanyon
I294277,C786871,Female,23,Clothing,2391.34,Cash,2021-10-21,Forum Istanbul
I164472,C234587,Male,40,Souvenir,105.06,Cash,2021-10-21,Metrocity
I335513,C248686,Male,35,Clothing,2462.11,Credit Card,2021-10-21,Istinye Park
I197535,C322226,Male,29,Food & Beverage,50.79,Credit Card,2021-10-21,Kanyon
I195495,C224146,Female,65,Books,342.4,Cash,2021-10-21,Metrocity
I129459,C160558,Male,41,Technology,940.12,Credit Card,2021-10-21,Metropol AVM
I243370,C146233,Female,36,Toys,836.08,Credit Card,2021-10-21,Metrocity
I300269,C780821,Male,42,Toys,616.68,Cash,2021-10-21,Mall of Istanbul
I242030,C274146,Male,28,Cosmetics,927.06,Credit Card,2021-10-22,Mall of Istanbul
I332310,C654167,Female,26,Clothing,2533.76,Credit Card,2021-10-22,Metropol AVM
I109304,C912888,Male,62,Food & Beverage,91.26,Cash,2021-10-22,Istinye Park
I217653,C246372,Female,22,Technology,3543.69,Cash,2021-10-22,Metrocity
I215916,C332495,Female,51,Clothing,2284.39,Cash,2021-10-22,Istinye Park
I326894,C379834,Female,45,Food & Beverage,60.9,Cash,2021-10-22,Istinye Park
I240694,C525650,Female,24,Clothing,1107.52,Debit Card,2021-10-22,Kanyon
I112771,C180180,Female,55,Clothing,2626.13,Debit Card,2021-10-22,Cevahir AVM
I835928,C290142,Female,53,Toys,465.9,Credit Card,2021-10-22,Metropol AVM
I339811,C261906,Male,51,Clothing,2821.71,Credit Card,2021-10-22,Viaport Outlet
I652067,C141408,Female,52,Clothing,1035.02,Credit Card,2021-10-22,Mall of Istanbul
I196541,C878828,Male,40,Clothing,1032.78,Cash,2021-10-22,Metropol AVM
I272297,C259688,Female,26,Cosmetics,198.98,Credit Card,2021-10-22,Cevahir AVM
I326878,C138116,Female,34,Souvenir,74.96,Cash,2021-10-22,Viaport Outlet
I315203,C192436,Male,55,Clothing,2108.27,Credit Card,2021-10-22,Forum Istanbul
I151287,C941532,Female,50,Toys,433.36,Cash,2021-10-22,Mall of Istanbul
I189797,C245539,Male,66,Clothing,1217.6,Debit Card,2021-10-22,Metropol AVM
I537448,C142809,Male,24,Cosmetics,504.26,Cash,2021-10-22,Metropol AVM
I119477,C189150,Female,24,Clothing,1875.72,Credit Card,2021-10-22,Forum Istanbul
I695889,C120885,Male,30,Clothing,2252.38,Cash,2021-10-22,Viaport Outlet
I101642,C296856,Female,39,Clothing,1755.74,Debit Card,2021-10-22,Mall of Istanbul
I327661,C211953,Female,61,Clothing,1397.4,Credit Card,2021-10-22,Cevahir AVM
I118944,C179563,Female,30,Food & Beverage,66.03,Cash,2021-10-22,Kanyon
I918132,C236541,Female,49,Cosmetics,771.01,Debit Card,2021-10-22,Kanyon
I208804,C173661,Male,41,Cosmetics,447.65,Debit Card,2021-10-22,Zorlu Center
I227861,C336913,Female,36,Books,315.51,Credit Card,2021-10-22,Zorlu Center
I215418,C489311,Male,25,Souvenir,224.63,Cash,2021-10-22,Metropol AVM
I976618,C222731,Male,40,Clothing,2151.65,Cash,2021-10-22,Kanyon
I189815,C946473,Male,52,Shoes,2233.6,Credit Card,2021-10-22,Zorlu Center
I340868,C246227,Male,18,Food & Beverage,130.04,Cash,2021-10-22,Metrocity
I151385,C330776,Female,46,Souvenir,179.22,Cash,2021-10-22,Viaport Outlet
I355107,C599346,Female,58,Shoes,2198.04,Debit Card,2021-10-22,Istinye Park
I574864,C232945,Male,54,Cosmetics,693.79,Cash,2021-10-22,Kanyon
I121293,C247501,Female,69,Toys,917.68,Cash,2021-10-22,Kanyon
I143276,C315374,Male,21,Clothing,1111.06,Cash,2021-10-22,Mall of Istanbul
I265274,C878385,Female,39,Shoes,1528.78,Credit Card,2021-10-22,Emaar Square Mall
I217343,C172176,Female,39,Clothing,1395.3,Debit Card,2021-10-22,Cevahir AVM
I107222,C826123,Female,51,Shoes,1523.09,Cash,2021-10-22,Viaport Outlet
I305731,C311874,Male,53,Clothing,1704.63,Credit Card,2021-10-22,Kanyon
I207348,C214957,Female,46,Clothing,1603.26,Credit Card,2021-10-22,Zorlu Center
I101370,C313925,Female,59,Toys,373.96,Credit Card,2021-10-22,Kanyon
I285954,C337343,Male,20,Clothing,2140.57,Credit Card,2021-10-22,Mall of Istanbul
I291739,C209212,Female,19,Food & Beverage,98.65,Cash,2021-10-22,Mall of Istanbul
I195595,C312448,Female,18,Books,162.66,Credit Card,2021-10-22,Zorlu Center
I296165,C641041,Male,68,Toys,373.69,Cash,2021-10-22,Mall of Istanbul
I176576,C106033,Male,33,Shoes,2648.71,Credit Card,2021-10-22,Metrocity
I209171,C261963,Male,36,Shoes,1752.19,Credit Card,2021-10-22,Cevahir AVM
I198332,C319180,Female,55,Clothing,1464.0,Credit Card,2021-10-22,Istinye Park
I201605,C217850,Male,20,Food & Beverage,107.26,Debit Card,2021-10-22,Istinye Park
I262286,C197129,Male,46,Clothing,1079.31,Credit Card,2021-10-22,Viaport Outlet
I127352,C193169,Female,27,Clothing,2485.67,Credit Card,2021-10-22,Istinye Park
I170301,C137404,Female,34,Cosmetics,429.35,Credit Card,2021-10-22,Mall of Istanbul
I247306,C465167,Female,46,Cosmetics,435.68,Cash,2021-10-22,Mall of Istanbul
I578472,C286310,Male,27,Books,400.3,Cash,2021-10-22,Metropol AVM
I828367,C165898,Female,41,Toys,753.19,Debit Card,2021-10-22,Mall of Istanbul
I120851,C142829,Female,47,Clothing,2270.83,Debit Card,2021-10-22,Kanyon
I244336,C298372,Male,23,Clothing,1461.83,Debit Card,2021-10-22,Metrocity
I141910,C864914,Male,43,Clothing,1175.04,Cash,2021-10-22,Mall of Istanbul
I271496,C290017,Female,26,Souvenir,87.6,Debit Card,2021-10-22,Istinye Park
I261572,C186828,Male,52,Food & Beverage,78.41,Cash,2021-10-22,Kanyon
I482603,C146143,Female,35,Cosmetics,525.82,Cash,2021-10-22,Kanyon
I304125,C191700,Female,37,Food & Beverage,125.66,Credit Card,2021-10-22,Metrocity
I156688,C223075,Female,23,Clothing,1324.5,Cash,2021-10-22,Emaar Square Mall
I870520,C315270,Male,22,Cosmetics,546.4,Cash,2021-10-22,Metrocity
I213148,C979616,Male,23,Clothing,1300.4,Cash,2021-10-22,Mall of Istanbul
I289973,C102926,Male,41,Food & Beverage,145.26,Credit Card,2021-10-22,Kanyon
I292398,C214330,Female,22,Souvenir,122.14,Credit Card,2021-10-22,Metropol AVM
I208486,C143496,Female,53,Souvenir,216.7,Credit Card,2021-10-22,Metrocity
I256390,C985210,Female,47,Clothing,2547.6,Credit Card,2021-10-22,Metropol AVM
I308617,C503683,Female,60,Shoes,1050.85,Credit Card,2021-10-22,Kanyon
I154444,C261875,Male,58,Books,345.25,Cash,2021-10-22,Metropol AVM
I227301,C286536,Male,60,Food & Beverage,134.02,Cash,2021-10-22,Forum Istanbul
I229935,C199871,Female,54,Souvenir,192.46,Cash,2021-10-22,Metrocity
I101525,C616099,Female,69,Clothing,1145.22,Cash,2021-10-22,Zorlu Center
I424259,C132476,Male,29,Cosmetics,509.99,Debit Card,2021-10-22,Mall of Istanbul
I185049,C228496,Male,30,Clothing,1786.86,Debit Card,2021-10-22,Viaport Outlet
I241501,C338861,Female,40,Technology,4163.41,Credit Card,2021-10-22,Istinye Park
I297542,C195589,Female,52,Shoes,2899.47,Cash,2021-10-22,Zorlu Center
I330301,C245005,Male,39,Clothing,1389.69,Cash,2021-10-22,Zorlu Center
I105912,C255379,Male,29,Shoes,1659.1,Cash,2021-10-22,Metropol AVM
I258296,C145162,Female,68,Cosmetics,668.48,Cash,2021-10-22,Kanyon
I955838,C210460,Female,37,Food & Beverage,50.45,Cash,2021-10-22,Metrocity
I192883,C275490,Male,64,Clothing,2560.37,Credit Card,2021-10-22,Istinye Park
I108654,C147999,Female,32,Cosmetics,966.87,Debit Card,2021-10-22,Zorlu Center
I281415,C700728,Female,45,Shoes,1250.81,Cash,2021-10-22,Kanyon
I309383,C716683,Male,29,Cosmetics,686.28,Debit Card,2021-10-22,Istinye Park
I297003,C297586,Male,64,Food & Beverage,126.54,Debit Card,2021-10-22,Forum Istanbul
I624162,C173329,Female,48,Shoes,2487.15,Debit Card,2021-10-22,Istinye Park
I720093,C181148,Male,48,Technology,1637.07,Cash,2021-10-22,Mall of Istanbul
I315215,C171549,Male,25,Clothing,1418.12,Credit Card,2021-10-22,Mall of Istanbul
I268537,C147595,Male,69,Toys,888.91,Credit Card,2021-10-22,Viaport Outlet
I565346,C685038,Female,23,Clothing,2594.48,Credit Card,2021-10-22,Kanyon
I212047,C253700,Female,63,Food & Beverage,148.3,Cash,2021-10-22,Mall of Istanbul
I843802,C695609,Male,36,Cosmetics,381.72,Credit Card,2021-10-22,Viaport Outlet
I171283,C795634,Female,38,Clothing,1108.31,Debit Card,2021-10-22,Zorlu Center
I246805,C326867,Female,50,Cosmetics,750.95,Cash,2021-10-22,Mall of Istanbul
I163924,C252474,Female,63,Souvenir,233.61,Cash,2021-10-22,Forum Istanbul
I980153,C300422,Female,41,Cosmetics,419.02,Debit Card,2021-10-22,Mall of Istanbul
I234634,C133558,Female,56,Toys,238.22,Cash,2021-10-22,Metrocity
I240128,C964027,Male,63,Shoes,1939.95,Cash,2021-10-22,Metropol AVM
I226990,C159530,Female,41,Books,169.3,Credit Card,2021-10-22,Metrocity
I287277,C508321,Female,35,Food & Beverage,106.42,Debit Card,2021-10-22,Metrocity
I763637,C247189,Female,21,Clothing,2996.64,Debit Card,2021-10-22,Kanyon
I168170,C162495,Female,59,Clothing,2954.91,Credit Card,2021-10-22,Mall of Istanbul
I197701,C314217,Female,58,Shoes,2769.79,Cash,2021-10-22,Viaport Outlet
I272877,C165539,Female,31,Shoes,1656.35,Cash,2021-10-22,Kanyon
I552283,C145311,Female,26,Food & Beverage,148.52,Debit Card,2021-10-22,Metropol AVM
I253829,C102940,Female,59,Clothing,1955.68,Credit Card,2021-10-22,Kanyon
I179599,C283349,Female,53,Shoes,2445.63,Credit Card,2021-10-22,Kanyon
I152697,C312683,Female,36,Books,270.79,Credit Card,2021-10-22,Kanyon
I312142,C331288,Female,20,Cosmetics,924.92,Debit Card,2021-10-22,Mall of Istanbul
